"PVWatts Hourly PV Performance Data"
"Requested Location","1712 kimberly dr, sunnyvale, ca"
"Location","Lat, Lng: 37.33, -122.06"
"Latitude (DD)","37.33"
"Longitude (DD)","-122.06"
"Elevation (m)","88.400001525879"
"DC System Size (kW)","1"
"Module Type","Premium"
"Array Type","Fixed (roof mount)"
"Array Tilt (deg)","18.4"
"Array Azimuth (deg)","90"
"System Losses (%)","0"
"DC to AC Size Ratio","1"
"Inverter Efficiency (%)","99"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","7","1.2","0.1","0","7","0","0"
"1","1","1","0","0","7","1.1","0.1","0","7","0","0"
"1","1","2","0","0","7","1","0.1","0","7","0","0"
"1","1","3","0","0","7","1","0.1","0","7","0","0"
"1","1","4","0","0","7","1","0.1","0","7","0","0"
"1","1","5","0","0","7","1.1","0.1","0","7","0","0"
"1","1","6","0","0","6","1.2","0.1","0","6","0","0"
"1","1","7","0","0","7","1.2","0.1","0","0","0","0"
"1","1","8","476","55","9","1.8","0.1","273.22","16.89","267.202","260.922"
"1","1","9","667","79","10","2.4","0.1","429.523","21.138","435.967","428.819"
"1","1","10","507","134","11","2.6","0.1","417.535","21.426","421.656","414.581"
"1","1","11","94","214","11","2.7","0.1","258.694","17.315","257.373","251.144"
"1","1","12","12","180","11","2.6","0.1","176.52","15.38","173.729","167.93"
"1","1","13","844","76","11","2.4","0.1","354.179","19.985","333.036","326.417"
"1","1","14","108","155","11","2","0.1","155.73","15.299","148.49","142.821"
"1","1","15","0","45","10","1.3","0.1","42.841","11.391","40.823","35.708"
"1","1","16","57","28","9","0.9","0.1","24.393","9.816","18.386","13.386"
"1","1","17","0","0","9","0.9","0.1","0","9","0","0"
"1","1","18","0","0","8","0.9","0.1","0","8","0","0"
"1","1","19","0","0","8","0.9","0.1","0","8","0","0"
"1","1","20","0","0","8","0.9","0.1","0","8","0","0"
"1","1","21","0","0","8","0.9","0.1","0","8","0","0"
"1","1","22","0","0","8","0.9","0.1","0","8","0","0"
"1","1","23","0","0","8","1.1","0.1","0","8","0","0"
"1","2","0","0","0","9","1.2","0.1","0","9","0","0"
"1","2","1","0","0","9","1.2","0.1","0","9","0","0"
"1","2","2","0","0","8","1.2","0.1","0","8","0","0"
"1","2","3","0","0","8","1.3","0.1","0","8","0","0"
"1","2","4","0","0","8","1.5","0.1","0","8","0","0"
"1","2","5","0","0","9","1.8","0.1","0","9","0","0"
"1","2","6","0","0","9","1.9","0.1","0","9","0","0"
"1","2","7","0","0","9","1.9","0.1","0","0","0","0"
"1","2","8","66","68","9","2.1","0.1","107.197","11.916","104.083","98.642"
"1","2","9","0","9","9","2.4","0.1","8.55","9.221","7.699","2.754"
"1","2","10","31","168","9","2.7","0.1","185.836","13.539","185.818","179.957"
"1","2","11","18","182","9","2.8","0.1","184.756","13.427","183.8","177.949"
"1","2","12","5","169","9","2.7","0.1","163.02","12.973","161.432","155.696"
"1","2","13","0","111","9","2.5","0.1","105.222","11.661","103.394","97.957"
"1","2","14","0","13","9","2.2","0.1","12.356","9.331","11.288","6.324"
"1","2","15","0","18","8","1.7","0.1","17.103","8.508","15.878","10.891"
"1","2","16","0","23","8","1.4","0.1","21.774","8.651","16.87","11.877"
"1","2","17","0","0","8","1.3","0.1","0","8","0","0"
"1","2","18","0","0","8","1.3","0.1","0","8","0","0"
"1","2","19","0","0","8","1.4","0.1","0","8","0","0"
"1","2","20","0","0","8","1.5","0.1","0","8","0","0"
"1","2","21","0","0","7","1.5","0.1","0","7","0","0"
"1","2","22","0","0","7","1.2","0.1","0","7","0","0"
"1","2","23","0","0","7","1.1","0.1","0","7","0","0"
"1","3","0","0","0","7","1","0.1","0","7","0","0"
"1","3","1","0","0","7","0.9","0.1","0","7","0","0"
"1","3","2","0","0","7","0.9","0.1","0","7","0","0"
"1","3","3","0","0","7","0.9","0.1","0","7","0","0"
"1","3","4","0","0","7","0.9","0.1","0","7","0","0"
"1","3","5","0","0","7","0.7","0.1","0","7","0","0"
"1","3","6","0","0","7","0.7","0.1","0","7","0","0"
"1","3","7","0","0","7","0.7","0.1","0","0","0","0"
"1","3","8","325","57","8","0.9","0.1","212.607","15.581","207.582","201.608"
"1","3","9","355","113","9","1.2","0.1","310.81","19.383","313.625","307.107"
"1","3","10","849","69","9","1.3","0.1","533.242","26.423","534.476","526.821"
"1","3","11","97","216","10","1.3","0.1","262.642","18.528","260.284","254.04"
"1","3","12","154","225","11","1.1","0.1","285.575","20.719","280.084","273.738"
"1","3","13","372","177","11","0.9","0.1","289.288","21.282","276.14","269.814"
"1","3","14","325","141","11","1","0.1","183.695","17.249","165.214","159.458"
"1","3","15","648","55","10","0.9","0.1","45.36","11.549","37","31.904"
"1","3","16","323","28","8","0.9","0.1","22.164","8.754","17.554","12.558"
"1","3","17","0","0","8","1","0.1","0","8","0","0"
"1","3","18","0","0","7","1.1","0.1","0","7","0","0"
"1","3","19","0","0","7","1","0.1","0","7","0","0"
"1","3","20","0","0","6","0.9","0.1","0","6","0","0"
"1","3","21","0","0","6","0.7","0.1","0","6","0","0"
"1","3","22","0","0","6","0.5","0.1","0","6","0","0"
"1","3","23","0","0","6","0.4","0.1","0","6","0","0"
"1","4","0","0","0","6","0.3","0.1","0","6","0","0"
"1","4","1","0","0","7","0.3","0.1","0","7","0","0"
"1","4","2","0","0","7","0.5","0.1","0","7","0","0"
"1","4","3","0","0","7","0.6","0.1","0","7","0","0"
"1","4","4","0","0","7","0.6","0.1","0","7","0","0"
"1","4","5","0","0","7","0.6","0.1","0","7","0","0"
"1","4","6","0","0","7","0.5","0.1","0","7","0","0"
"1","4","7","0","0","7","0.5","0.1","0","0","0","0"
"1","4","8","263","61","8","0.9","0.1","192.216","14.856","187.745","181.874"
"1","4","9","17","120","9","1.5","0.1","128.087","12.978","127.177","121.617"
"1","4","10","129","186","10","1.8","0.1","262.58","17.641","262.698","256.441"
"1","4","11","40","200","11","1.9","0.1","217.211","17.174","214.469","208.46"
"1","4","12","0","52","11","1.9","0.1","49.536","12.407","46.982","41.835"
"1","4","13","0","62","11","1.5","0.1","59.075","12.83","56.494","51.298"
"1","4","14","0","15","10","0.9","0.1","14.259","10.512","13.037","8.064"
"1","4","15","0","9","9","0.5","0.1","8.546","9.342","7.671","2.726"
"1","4","16","279","31","8","0.6","0.1","25","8.929","20.29","15.28"
"1","4","17","0","0","7","1","0.1","0","7","0","0"
"1","4","18","0","0","7","1.1","0.1","0","7","0","0"
"1","4","19","0","0","7","1.2","0.1","0","7","0","0"
"1","4","20","0","0","7","1.1","0.1","0","7","0","0"
"1","4","21","0","0","7","1.1","0.1","0","7","0","0"
"1","4","22","0","0","7","1","0.1","0","7","0","0"
"1","4","23","0","0","7","1","0.1","0","7","0","0"
"1","5","0","0","0","7","1","0.1","0","7","0","0"
"1","5","1","0","0","8","1","0.1","0","8","0","0"
"1","5","2","0","0","8","1.1","0.1","0","8","0","0"
"1","5","3","0","0","7","1.1","0.1","0","7","0","0"
"1","5","4","0","0","7","1.1","0.1","0","7","0","0"
"1","5","5","0","0","7","1.2","0.1","0","7","0","0"
"1","5","6","0","0","7","1.4","0.1","0","7","0","0"
"1","5","7","0","0","8","1.7","0.1","0","0","0","0"
"1","5","8","0","47","9","2.2","0.1","45.668","10.219","43.319","38.19"
"1","5","9","0","52","10","2.4","0.1","49.515","11.278","47.647","42.496"
"1","5","10","0","56","11","2.4","0.1","53.34","12.375","51.005","45.837"
"1","5","11","0","111","12","2.3","0.1","106.183","14.786","102.873","97.438"
"1","5","12","15","185","12","2","0.1","182.808","17.086","178.921","173.096"
"1","5","13","0","23","12","1.5","0.1","21.883","12.678","20.081","15.072"
"1","5","14","0","30","11","1","0.1","28.538","11.998","26.712","21.669"
"1","5","15","54","99","10","0.5","0.1","85.098","13.398","81.959","76.632"
"1","5","16","265","33","10","0.4","0.1","26.858","11.064","22.035","17.016"
"1","5","17","0","0","10","0.4","0.1","0","10","0","0"
"1","5","18","0","0","10","0.4","0.1","0","10","0","0"
"1","5","19","0","0","9","0.4","0.1","0","9","0","0"
"1","5","20","0","0","9","0.5","0.1","0","9","0","0"
"1","5","21","0","0","9","0.6","0.1","0","9","0","0"
"1","5","22","0","0","9","0.5","0.1","0","9","0","0"
"1","5","23","0","0","8","0.4","0.1","0","8","0","0"
"1","6","0","0","0","8","0.3","0.1","0","8","0","0"
"1","6","1","0","0","8","0.2","0.1","0","8","0","0"
"1","6","2","0","0","8","0.3","0.1","0","8","0","0"
"1","6","3","0","0","7","0.6","0.1","0","7","0","0"
"1","6","4","0","0","7","1","0.1","0","7","0","0"
"1","6","5","0","0","6","1.3","0.1","0","6","0","0"
"1","6","6","0","0","6","1.3","0.1","0","6","0","0"
"1","6","7","0","0","6","1.2","0.1","0","0","0","0"
"1","6","8","551","47","7","1.2","0.1","297.266","16.83","291.69","285.284"
"1","6","9","747","64","9","1.3","0.1","454.453","23.85","458.41","451.146"
"1","6","10","846","70","11","1.1","0.1","536.752","29.405","532.086","524.444"
"1","6","11","887","72","12","1","0.1","541.585","31.02","531.562","523.922"
"1","6","12","466","179","12","1.1","0.1","389.127","25.253","379.591","372.733"
"1","6","13","306","191","13","1.1","0.1","282.04","22.544","269.242","262.952"
"1","6","14","803","66","12","1.1","0.1","215.168","18.882","173.505","167.707"
"1","6","15","677","54","11","0.9","0.1","53.758","12.78","40.312","35.199"
"1","6","16","377","28","9","0.9","0.1","21.699","9.751","17.99","12.992"
"1","6","17","0","0","8","1","0.1","0","8","0","0"
"1","6","18","0","0","8","1.1","0.1","0","8","0","0"
"1","6","19","0","0","8","1.2","0.1","0","8","0","0"
"1","6","20","0","0","8","1.5","0.1","0","8","0","0"
"1","6","21","0","0","8","1.9","0.1","0","8","0","0"
"1","6","22","0","0","8","2.4","0.1","0","8","0","0"
"1","6","23","0","0","8","2.9","0.1","0","8","0","0"
"1","7","0","0","0","8","3.5","0.1","0","8","0","0"
"1","7","1","0","0","7","4.3","0.1","0","7","0","0"
"1","7","2","0","0","6","4.8","0.1","0","6","0","0"
"1","7","3","0","0","6","5.2","0.1","0","6","0","0"
"1","7","4","0","0","7","5.8","0.1","0","7","0","0"
"1","7","5","0","0","7","6.2","0.1","0","7","0","0"
"1","7","6","0","0","7","6.6","0.1","0","7","0","0"
"1","7","7","0","0","8","6.9","0.1","0","0","0","0"
"1","7","8","0","16","9","6.8","0.1","15.199","9.214","13.827","8.85"
"1","7","9","213","130","11","6.4","0.1","254.372","14.765","258.836","252.599"
"1","7","10","75","184","12","5.9","0.1","226.931","15.539","227.188","221.113"
"1","7","11","26","192","13","5.3","0.1","199.015","16.322","196.349","190.434"
"1","7","12","0","97","13","4.5","0.1","92.491","14.709","89.062","83.698"
"1","7","13","0","18","12","4.8","0.1","17.123","12.304","15.565","10.579"
"1","7","14","0","28","11","5.7","0.1","26.633","11.425","24.911","19.877"
"1","7","15","0","17","10","5.2","0.1","16.152","10.273","14.86","9.878"
"1","7","16","0","4","9","4.1","0.1","3.794","9.072","2.959","0"
"1","7","17","0","0","9","3.5","0.1","0","9","0","0"
"1","7","18","0","0","9","3","0.1","0","9","0","0"
"1","7","19","0","0","9","2.3","0.1","0","9","0","0"
"1","7","20","0","0","9","2","0.1","0","9","0","0"
"1","7","21","0","0","9","2.1","0.1","0","9","0","0"
"1","7","22","0","0","9","2","0.1","0","9","0","0"
"1","7","23","0","0","10","2","0.1","0","10","0","0"
"1","8","0","0","0","10","2.5","0.1","0","10","0","0"
"1","8","1","0","0","9","2.6","0.1","0","9","0","0"
"1","8","2","0","0","9","2.4","0.1","0","9","0","0"
"1","8","3","0","0","8","2.3","0.1","0","8","0","0"
"1","8","4","0","0","8","2.1","0.1","0","8","0","0"
"1","8","5","0","0","7","1.7","0.1","0","7","0","0"
"1","8","6","0","0","7","1.8","0.1","0","7","0","0"
"1","8","7","0","0","8","2.4","0.1","0","0","0","0"
"1","8","8","0","11","9","3.4","0.1","10.445","9.226","9.347","4.393"
"1","8","9","0","31","10","4.1","0.1","29.485","10.577","27.853","22.804"
"1","8","10","417","155","11","4.9","0.1","396.998","18.001","404.398","397.413"
"1","8","11","342","201","12","5.4","0.1","384.96","18.369","388.524","381.62"
"1","8","12","0","129","12","5.6","0.1","122.919","13.978","119.954","114.431"
"1","8","13","434","170","12","5.5","0.1","309.643","17.009","301.061","294.607"
"1","8","14","52","157","12","5.2","0.1","151.326","14.549","147.21","141.547"
"1","8","15","0","15","11","4.4","0.1","14.25","11.267","12.983","8.011"
"1","8","16","362","31","10","3.5","0.11","24.283","10.505","20.638","15.626"
"1","8","17","0","0","10","2.9","0.11","0","10","0","0"
"1","8","18","0","0","10","2.7","0.11","0","10","0","0"
"1","8","19","0","0","10","2.7","0.11","0","10","0","0"
"1","8","20","0","0","10","2.5","0.11","0","10","0","0"
"1","8","21","0","0","9","1.9","0.11","0","9","0","0"
"1","8","22","0","0","9","1.4","0.11","0","9","0","0"
"1","8","23","0","0","8","1.2","0.11","0","8","0","0"
"1","9","0","0","0","8","1.2","0.11","0","8","0","0"
"1","9","1","0","0","8","1.2","0.11","0","8","0","0"
"1","9","2","0","0","8","1.2","0.11","0","8","0","0"
"1","9","3","0","0","8","1.3","0.11","0","8","0","0"
"1","9","4","0","0","8","1.3","0.11","0","8","0","0"
"1","9","5","0","0","7","1.3","0.11","0","7","0","0"
"1","9","6","0","0","7","1.2","0.11","0","7","0","0"
"1","9","7","0","0","8","1.1","0.11","0","0","0","0"
"1","9","8","71","68","10","1.4","0.11","109.637","13.465","106.031","100.58"
"1","9","9","0","20","11","1.8","0.11","19.017","11.553","17.553","12.557"
"1","9","10","31","171","12","1.9","0.11","189.465","17.391","186.752","180.886"
"1","9","11","521","163","13","1.8","0.11","446.361","26.006","441.399","434.223"
"1","9","12","260","223","13","1.8","0.11","337.403","22.792","330.525","323.92"
"1","9","13","298","196","13","1.8","0.11","286.57","21.271","275.582","269.259"
"1","9","14","192","163","12","1.6","0.11","183.018","17.47","171.189","165.403"
"1","9","15","11","95","11","1.1","0.11","85.65","13.918","82.951","77.618"
"1","9","16","0","21","10","0.8","0.11","19.979","10.718","17.01","12.016"
"1","9","17","0","0","10","0.9","0.11","0","10","0","0"
"1","9","18","0","0","10","0.9","0.11","0","10","0","0"
"1","9","19","0","0","10","0.9","0.11","0","10","0","0"
"1","9","20","0","0","9","0.9","0.11","0","9","0","0"
"1","9","21","0","0","9","1","0.11","0","9","0","0"
"1","9","22","0","0","8","1.1","0.11","0","8","0","0"
"1","9","23","0","0","8","1.1","0.11","0","8","0","0"
"1","10","0","0","0","8","1.1","0.11","0","8","0","0"
"1","10","1","0","0","8","1.1","0.11","0","8","0","0"
"1","10","2","0","0","8","1.1","0.11","0","8","0","0"
"1","10","3","0","0","8","1.1","0.11","0","8","0","0"
"1","10","4","0","0","8","1","0.11","0","8","0","0"
"1","10","5","0","0","8","0.9","0.11","0","8","0","0"
"1","10","6","0","0","8","0.9","0.11","0","8","0","0"
"1","10","7","0","0","9","0.9","0.11","0","0","0","0"
"1","10","8","13","65","10","1.3","0.11","72.094","12.333","69.056","63.795"
"1","10","9","0","89","11","2","0.11","86.488","13.413","84.343","79.004"
"1","10","10","13","160","12","2.7","0.11","163.642","15.994","161.111","155.377"
"1","10","11","0","128","13","3.3","0.11","122.722","15.703","119.029","113.511"
"1","10","12","36","208","13","3.7","0.11","215.915","17.469","212.154","206.157"
"1","10","13","141","212","13","3.7","0.11","246.139","18.084","240.409","234.267"
"1","10","14","296","154","13","3.4","0.11","195.661","17.159","179.5","173.671"
"1","10","15","144","105","12","3","0.11","90.712","14.079","84.704","79.362"
"1","10","16","77","36","11","3.2","0.11","31.057","11.681","27.042","21.997"
"1","10","17","0","0","11","4.2","0.11","0","11","0","0"
"1","10","18","0","0","11","4.7","0.11","0","11","0","0"
"1","10","19","0","0","11","4.8","0.11","0","11","0","0"
"1","10","20","0","0","10","4.8","0.11","0","10","0","0"
"1","10","21","0","0","9","4.4","0.11","0","9","0","0"
"1","10","22","0","0","8","3.8","0.11","0","8","0","0"
"1","10","23","0","0","8","3.4","0.11","0","8","0","0"
"1","11","0","0","0","8","3.5","0.11","0","8","0","0"
"1","11","1","0","0","8","3.7","0.11","0","8","0","0"
"1","11","2","0","0","9","3.5","0.11","0","9","0","0"
"1","11","3","0","0","9","3","0.11","0","9","0","0"
"1","11","4","0","0","9","2.9","0.11","0","9","0","0"
"1","11","5","0","0","9","3.6","0.11","0","9","0","0"
"1","11","6","0","0","9","4.5","0.11","0","9","0","0"
"1","11","7","0","0","9","4.2","0.11","0","0","0","0"
"1","11","8","248","81","9","3.5","0.11","207.182","13.411","204.68","198.721"
"1","11","9","134","136","10","4.1","0.11","216.559","14.249","219.241","213.208"
"1","11","10","773","90","10","5","0.11","528.221","19.213","542.147","534.453"
"1","11","11","347","203","11","5.2","0.11","392.394","17.65","397.075","390.127"
"1","11","12","322","215","11","5","0.11","360.49","17.248","361.416","354.652"
"1","11","13","793","97","11","4.7","0.11","378.173","17.739","365.201","358.417"
"1","11","14","713","93","11","4.1","0.11","229.761","15.283","196.584","190.668"
"1","11","15","592","73","10","3.2","0.11","73.927","11.53","56.354","51.159"
"1","11","16","296","39","9","2.2","0.11","30.197","9.793","26.636","21.593"
"1","11","17","0","0","8","1.4","0.11","0","8","0","0"
"1","11","18","0","0","7","1.1","0.11","0","7","0","0"
"1","11","19","0","0","6","1","0.11","0","6","0","0"
"1","11","20","0","0","6","0.9","0.11","0","6","0","0"
"1","11","21","0","0","6","0.8","0.11","0","6","0","0"
"1","11","22","0","0","6","0.9","0.11","0","6","0","0"
"1","11","23","0","0","7","1.1","0.11","0","7","0","0"
"1","12","0","0","0","7","1.1","0.11","0","7","0","0"
"1","12","1","0","0","6","1.2","0.11","0","6","0","0"
"1","12","2","0","0","6","1.2","0.11","0","6","0","0"
"1","12","3","0","0","6","1.3","0.11","0","6","0","0"
"1","12","4","0","0","6","1.2","0.11","0","6","0","0"
"1","12","5","0","0","6","1.1","0.11","0","6","0","0"
"1","12","6","0","0","6","1","0.11","0","6","0","0"
"1","12","7","0","0","6","0.8","0.11","0","0","0","0"
"1","12","8","608","46","6","0.5","0.11","320.879","18.783","314.469","307.946"
"1","12","9","799","62","8","0.6","0.11","486.21","27.042","486.683","479.274"
"1","12","10","881","70","10","1.1","0.11","566.421","29.42","561.777","553.982"
"1","12","11","918","73","11","1.7","0.11","571.989","28.055","567.728","559.903"
"1","12","12","926","74","12","1.9","0.11","514.604","26.657","505.857","498.35"
"1","12","13","892","77","13","1.9","0.11","397.403","24.174","374.907","368.073"
"1","12","14","844","69","12","1.7","0.11","240.996","18.768","199.822","193.889"
"1","12","15","734","56","11","1.2","0.11","69.579","13.033","46.664","41.519"
"1","12","16","465","33","10","0.7","0.11","25.501","10.947","22.337","17.317"
"1","12","17","0","0","10","0.4","0.11","0","10","0","0"
"1","12","18","0","0","9","0.3","0.11","0","9","0","0"
"1","12","19","0","0","9","0.5","0.11","0","9","0","0"
"1","12","20","0","0","8","0.8","0.11","0","8","0","0"
"1","12","21","0","0","7","0.9","0.11","0","7","0","0"
"1","12","22","0","0","6","0.9","0.11","0","6","0","0"
"1","12","23","0","0","6","0.8","0.11","0","6","0","0"
"1","13","0","0","0","6","0.6","0.11","0","6","0","0"
"1","13","1","0","0","6","0.6","0.11","0","6","0","0"
"1","13","2","0","0","5","0.8","0.11","0","5","0","0"
"1","13","3","0","0","4","1","0.11","0","4","0","0"
"1","13","4","0","0","4","1","0.11","0","4","0","0"
"1","13","5","0","0","4","1","0.11","0","4","0","0"
"1","13","6","0","0","4","0.9","0.11","0","4","0","0"
"1","13","7","0","0","4","0.9","0.11","0","0","0","0"
"1","13","8","0","59","5","1.2","0.11","59.248","6.965","57.614","52.412"
"1","13","9","0","106","6","1.4","0.11","104.331","9.313","104.085","98.644"
"1","13","10","2","150","7","1.4","0.11","147.372","11.673","146.737","141.076"
"1","13","11","14","185","7","1.7","0.11","186.087","12.513","185.473","179.613"
"1","13","12","15","192","8","1.9","0.11","189.995","13.394","188.569","182.693"
"1","13","13","57","204","8","1.8","0.11","210.407","14.096","208.572","202.593"
"1","13","14","60","165","7","1.4","0.11","161.209","12.09","158.404","152.684"
"1","13","15","76","108","6","0.9","0.11","95.639","9.407","92.668","87.286"
"1","13","16","0","10","5","0.7","0.11","9.497","5.353","8.235","3.287"
"1","13","17","0","0","5","0.8","0.11","0","5","0","0"
"1","13","18","0","0","5","0.8","0.11","0","5","0","0"
"1","13","19","0","0","4","0.9","0.11","0","4","0","0"
"1","13","20","0","0","4","1","0.11","0","4","0","0"
"1","13","21","0","0","3","1","0.11","0","3","0","0"
"1","13","22","0","0","3","0.9","0.11","0","3","0","0"
"1","13","23","0","0","4","1.2","0.11","0","4","0","0"
"1","14","0","0","0","4","1.6","0.11","0","4","0","0"
"1","14","1","0","0","4","1.6","0.11","0","4","0","0"
"1","14","2","0","0","3","1.4","0.11","0","3","0","0"
"1","14","3","0","0","3","1.2","0.11","0","3","0","0"
"1","14","4","0","0","3","1.2","0.11","0","3","0","0"
"1","14","5","0","0","2","1","0.11","0","2","0","0"
"1","14","6","0","0","2","1","0.11","0","2","0","0"
"1","14","7","0","0","3","1.4","0.11","0","0","0","0"
"1","14","8","637","42","6","1.8","0.11","331.141","15.58","329.187","322.588"
"1","14","9","154","137","8","1.7","0.11","228.653","14.809","231.705","225.607"
"1","14","10","876","68","10","1.8","0.11","563.452","26.466","564.816","557.005"
"1","14","11","910","72","11","1.9","0.11","571.622","27.338","568.679","560.848"
"1","14","12","611","145","12","2","0.11","438.415","24.229","432.622","425.492"
"1","14","13","875","77","12","2","0.11","396.721","22.94","377.153","370.307"
"1","14","14","813","72","11","1.6","0.11","242.287","17.983","203.908","197.954"
"1","14","15","701","59","10","1","0.11","75.482","12.323","51.257","46.088"
"1","14","16","449","34","9","0.9","0.11","26.063","9.92","23.185","18.161"
"1","14","17","0","0","7","1","0.11","0","7","0","0"
"1","14","18","0","0","6","1","0.11","0","6","0","0"
"1","14","19","0","0","6","1.1","0.11","0","6","0","0"
"1","14","20","0","0","5","1.1","0.11","0","5","0","0"
"1","14","21","0","0","5","1.1","0.11","0","5","0","0"
"1","14","22","0","0","4","1.2","0.11","0","4","0","0"
"1","14","23","0","0","4","1.2","0.11","0","4","0","0"
"1","15","0","0","0","4","1.3","0.11","0","4","0","0"
"1","15","1","0","0","3","1.3","0.11","0","3","0","0"
"1","15","2","0","0","3","1.3","0.11","0","3","0","0"
"1","15","3","0","0","3","1.3","0.11","0","3","0","0"
"1","15","4","0","0","3","1.3","0.11","0","3","0","0"
"1","15","5","0","0","2","1.4","0.11","0","2","0","0"
"1","15","6","0","0","2","1.5","0.11","0","2","0","0"
"1","15","7","0","0","4","1.9","0.11","0","0","0","0"
"1","15","8","91","71","6","2.2","0.11","122.31","9.266","121.001","115.473"
"1","15","9","571","86","8","2.1","0.11","402.593","19.071","412.451","405.424"
"1","15","10","483","147","10","1.9","0.11","432.415","22.353","434.729","427.588"
"1","15","11","499","173","11","1.6","0.11","453.142","24.779","449.634","442.415"
"1","15","12","614","145","12","1.2","0.11","441.806","26.706","432.318","425.189"
"1","15","13","322","201","12","0.9","0.11","306.042","22.911","293.88","287.462"
"1","15","14","340","155","12","0.7","0.11","211.611","19.831","192.469","186.573"
"1","15","15","86","112","11","0.7","0.11","96.548","14.622","91.168","85.793"
"1","15","16","5","41","10","0.8","0.11","37.512","11.362","33.896","28.816"
"1","15","17","0","0","10","0.6","0.11","0","10","0","0"
"1","15","18","0","0","10","0.4","0.11","0","10","0","0"
"1","15","19","0","0","9","0.4","0.11","0","9","0","0"
"1","15","20","0","0","8","0.6","0.11","0","8","0","0"
"1","15","21","0","0","7","0.9","0.11","0","7","0","0"
"1","15","22","0","0","6","1.1","0.11","0","6","0","0"
"1","15","23","0","0","5","1.1","0.11","0","5","0","0"
"1","16","0","0","0","5","1.1","0.11","0","5","0","0"
"1","16","1","0","0","5","1","0.11","0","5","0","0"
"1","16","2","0","0","5","0.9","0.11","0","5","0","0"
"1","16","3","0","0","5","0.9","0.11","0","5","0","0"
"1","16","4","0","0","4","0.9","0.11","0","4","0","0"
"1","16","5","0","0","4","0.9","0.11","0","4","0","0"
"1","16","6","0","0","4","1","0.11","0","4","0","0"
"1","16","7","0","0","5","1.2","0.11","0","0","0","0"
"1","16","8","394","56","7","1.6","0.11","248.24","14.504","246.384","240.211"
"1","16","9","754","63","9","1.5","0.11","471.013","23.713","477.483","470.121"
"1","16","10","849","68","11","1.2","0.11","555.261","29.575","549.905","542.171"
"1","16","11","885","73","13","1.3","0.11","564.273","31.407","552.628","544.88"
"1","16","12","891","74","14","1.7","0.11","508.92","29.131","496.938","489.477"
"1","16","13","871","73","15","2","0.11","398.899","26.009","376.095","369.255"
"1","16","14","814","68","14","2","0.11","244.192","20.48","204.696","198.737"
"1","16","15","702","57","13","1.4","0.11","78.18","15.158","51.14","45.971"
"1","16","16","460","34","11","0.9","0.11","25.685","11.909","22.815","17.792"
"1","16","17","0","0","10","0.9","0.11","0","10","0","0"
"1","16","18","0","0","10","0.9","0.11","0","10","0","0"
"1","16","19","0","0","9","0.9","0.11","0","9","0","0"
"1","16","20","0","0","9","0.9","0.11","0","9","0","0"
"1","16","21","0","0","8","0.9","0.11","0","8","0","0"
"1","16","22","0","0","8","1","0.11","0","8","0","0"
"1","16","23","0","0","8","1","0.11","0","8","0","0"
"1","17","0","0","0","8","1","0.11","0","8","0","0"
"1","17","1","0","0","8","1","0.11","0","8","0","0"
"1","17","2","0","0","7","1.1","0.11","0","7","0","0"
"1","17","3","0","0","7","1","0.11","0","7","0","0"
"1","17","4","0","0","7","1.2","0.11","0","7","0","0"
"1","17","5","0","0","7","1.5","0.11","0","7","0","0"
"1","17","6","0","0","7","1.7","0.11","0","7","0","0"
"1","17","7","0","0","7","1.8","0.11","0","0","0","0"
"1","17","8","164","70","8","2","0.11","158.636","12.409","156.665","150.953"
"1","17","9","413","112","10","2","0.11","349.078","19.785","354.315","347.587"
"1","17","10","714","91","12","2","0.11","508.088","26.237","507.545","500.029"
"1","17","11","619","140","13","2.2","0.11","491.36","26.206","486.93","479.52"
"1","17","12","274","232","14","2.4","0.11","359.656","23.27","352.905","346.184"
"1","17","13","513","163","15","2.3","0.11","346.026","24.03","330.659","324.052"
"1","17","14","260","169","15","1.9","0.11","207.433","20.805","191.237","185.348"
"1","17","15","451","86","14","1.3","0.11","88.868","16.701","69.338","64.076"
"1","17","16","152","46","11","1","0.11","37.26","12.287","33.745","28.666"
"1","17","17","0","0","10","1","0.11","0","10","0","0"
"1","17","18","0","0","9","1","0.11","0","9","0","0"
"1","17","19","0","0","9","1","0.11","0","9","0","0"
"1","17","20","0","0","9","1","0.11","0","9","0","0"
"1","17","21","0","0","8","1","0.11","0","8","0","0"
"1","17","22","0","0","8","1","0.11","0","8","0","0"
"1","17","23","0","0","8","1","0.11","0","8","0","0"
"1","18","0","0","0","8","1.5","0.11","0","8","0","0"
"1","18","1","0","0","8","2","0.11","0","8","0","0"
"1","18","2","0","0","7","2.1","0.11","0","7","0","0"
"1","18","3","0","0","7","2.2","0.11","0","7","0","0"
